county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,24-03,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",26,15,49,90
City & County of Honolulu,24-03,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",22,3,18,43
City & County of Honolulu,24-03,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",3,1,5,9
City & County of Honolulu,24-03,State Senator,11,D,"TANIGUCHI, Brian T.",742,164,683,1589
City & County of Honolulu,24-03,State Senator,11,L,"KENT, Joe",36,12,55,103
City & County of Honolulu,24-03,State Senator,11,R,"AMSTERDAM, C. Kaui Jochanan",173,53,225,451
City & County of Honolulu,24-03,State Representative,24,D,"BELATTI, Della Au",726,169,621,1516
City & County of Honolulu,24-03,State Representative,24,L,"TIPPENS, Michelle Rose",51,17,97,165
City & County of Honolulu,24-03,State Representative,24,R,"FENTON, Larry",181,46,217,444
City & County of Honolulu,24-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",14,4,38,56
City & County of Honolulu,24-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",22,3,35,60
City & County of Honolulu,24-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",153,44,303,500
City & County of Honolulu,24-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",498,137,764,1399
City & County of Honolulu,24-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",9,1,10,20
City & County of Honolulu,24-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,2,8,11
City & County of Honolulu,24-04,U.S. Senator,,C,"ALLISON, Joy J.",6,4,30,40
City & County of Honolulu,24-04,U.S. Senator,,D,"SCHATZ, Brian",526,145,808,1479
City & County of Honolulu,24-04,U.S. Senator,,L,"KOKOSKI, Michael A.",9,0,28,37
City & County of Honolulu,24-04,U.S. Senator,,R,"CARROLL, John",128,28,238,394
City & County of Honolulu,24-04,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",515,149,807,1471
City & County of Honolulu,24-04,U.S. Representative,1,L,"YIM, Alan J.K.",21,5,51,77
City & County of Honolulu,24-04,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",14,3,19,36
City & County of Honolulu,24-04,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",124,23,206,353
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,D,"CROSS, Peter",7,2,24,33
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",476,126,661,1263
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,D,"KIM, Howard",14,3,34,51
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",18,2,42,62
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",2,4,11,17
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",4,3,2,9
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",111,23,193,327
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",25,5,83,113
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",2,3,8,13
City & County of Honolulu,24-04,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",1,0,0,1
City & County of Honolulu,24-04,State Senator,11,D,"TANIGUCHI, Brian T.",493,136,753,1382
City & County of Honolulu,24-04,State Senator,11,L,"KENT, Joe",24,6,52,82
City & County of Honolulu,24-04,State Senator,11,R,"AMSTERDAM, C. Kaui Jochanan",113,25,231,369
City & County of Honolulu,24-04,State Representative,24,D,"BELATTI, Della Au",467,128,689,1284
City & County of Honolulu,24-04,State Representative,24,L,"TIPPENS, Michelle Rose",38,18,111,167
City & County of Honolulu,24-04,State Representative,24,R,"FENTON, Larry",126,26,215,367
City & County of Honolulu,25-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",7,0,0,7
City & County of Honolulu,25-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",5,0,0,5
City & County of Honolulu,25-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",57,1,0,58
City & County of Honolulu,25-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",174,6,0,180
City & County of Honolulu,25-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",2,0,0,2
City & County of Honolulu,25-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,0,1
City & County of Honolulu,25-01,U.S. Senator,,C,"ALLISON, Joy J.",3,0,0,3
City & County of Honolulu,25-01,U.S. Senator,,D,"SCHATZ, Brian",188,6,0,194
City & County of Honolulu,25-01,U.S. Senator,,L,"KOKOSKI, Michael A.",2,0,0,2
City & County of Honolulu,25-01,U.S. Senator,,R,"CARROLL, John",44,1,0,45
City & County of Honolulu,25-01,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",181,6,0,187
City & County of Honolulu,25-01,U.S. Representative,1,L,"YIM, Alan J.K.",5,0,0,5
City & County of Honolulu,25-01,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",5,0,0,5
City & County of Honolulu,25-01,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",42,1,0,43
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,D,"CROSS, Peter",6,0,0,6
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",160,5,0,165
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,D,"KIM, Howard",8,1,0,9
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",6,0,0,6
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",5,0,0,5
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",0,0,0,0
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",37,1,0,38
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",4,0,0,4
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",4,0,0,4
City & County of Honolulu,25-01,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",2,0,0,2
City & County of Honolulu,25-01,State Senator,11,D,"TANIGUCHI, Brian T.",187,5,0,192
City & County of Honolulu,25-01,State Senator,11,L,"KENT, Joe",7,0,0,7
City & County of Honolulu,25-01,State Senator,11,R,"AMSTERDAM, C. Kaui Jochanan",28,1,0,29
City & County of Honolulu,25-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",40,13,45,98
City & County of Honolulu,25-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",55,14,51,120
City & County of Honolulu,25-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",393,86,330,809
City & County of Honolulu,25-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",1111,307,860,2278
City & County of Honolulu,25-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",8,4,10,22
City & County of Honolulu,25-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,1,7,10
City & County of Honolulu,25-02,U.S. Senator,,C,"ALLISON, Joy J.",26,7,34,67
City & County of Honolulu,25-02,U.S. Senator,,D,"SCHATZ, Brian",1194,331,918,2443
City & County of Honolulu,25-02,U.S. Senator,,L,"KOKOSKI, Michael A.",16,11,17,44
City & County of Honolulu,25-02,U.S. Senator,,R,"CARROLL, John",315,62,275,652
City & County of Honolulu,25-02,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",1139,306,890,2335
City & County of Honolulu,25-02,U.S. Representative,1,L,"YIM, Alan J.K.",59,17,52,128
City & County of Honolulu,25-02,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",24,16,41,81
City & County of Honolulu,25-02,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",308,63,251,622
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,D,"CROSS, Peter",24,9,35,68
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",988,267,719,1974
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,D,"KIM, Howard",33,6,41,80
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",51,21,49,121
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",7,10,23,40
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",11,1,10,22
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",297,63,250,610
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",42,11,60,113
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",28,3,23,54
City & County of Honolulu,25-02,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",5,6,2,13
City & County of Honolulu,25-02,State Senator,11,D,"TANIGUCHI, Brian T.",1118,299,864,2281
City & County of Honolulu,25-02,State Senator,11,L,"KENT, Joe",66,18,64,148
City & County of Honolulu,25-02,State Senator,11,R,"AMSTERDAM, C. Kaui Jochanan",275,65,252,592
City & County of Honolulu,25-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",2,1,3,6
City & County of Honolulu,25-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",6,0,7,13
City & County of Honolulu,25-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",27,7,32,66
City & County of Honolulu,25-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",74,11,68,153
City & County of Honolulu,25-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",0,0,2,2
City & County of Honolulu,25-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
City & County of Honolulu,25-03,U.S. Senator,,C,"ALLISON, Joy J.",2,1,3,6
City & County of Honolulu,25-03,U.S. Senator,,D,"SCHATZ, Brian",88,11,82,181
City & County of Honolulu,25-03,U.S. Senator,,L,"KOKOSKI, Michael A.",1,1,2,4
City & County of Honolulu,25-03,U.S. Senator,,R,"CARROLL, John",14,5,20,39
City & County of Honolulu,25-03,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",84,17,84,185
City & County of Honolulu,25-03,U.S. Representative,1,L,"YIM, Alan J.K.",5,0,2,7
City & County of Honolulu,25-03,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",1,1,3,5
City & County of Honolulu,25-03,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",12,2,18,32
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,D,"CROSS, Peter",1,0,1,2
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",72,12,73,157
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,D,"KIM, Howard",0,1,1,2
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",3,1,1,5
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",2,0,1,3
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",1,1,1,3
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",12,3,17,32
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",10,1,12,23
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",2,1,0,3
City & County of Honolulu,25-03,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,0,0,0
City & County of Honolulu,25-03,State Senator,11,D,"TANIGUCHI, Brian T.",84,16,78,178
City & County of Honolulu,25-03,State Senator,11,L,"KENT, Joe",5,0,4,9
City & County of Honolulu,25-03,State Senator,11,R,"AMSTERDAM, C. Kaui Jochanan",13,4,22,39
City & County of Honolulu,25-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",34,12,51,97
City & County of Honolulu,25-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",76,22,64,162
City & County of Honolulu,25-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",406,114,436,956
City & County of Honolulu,25-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",1107,297,926,2330
City & County of Honolulu,25-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",14,1,13,28
City & County of Honolulu,25-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,0,3,6
City & County of Honolulu,25-04,U.S. Senator,,C,"ALLISON, Joy J.",12,7,31,50
City & County of Honolulu,25-04,U.S. Senator,,D,"SCHATZ, Brian",1239,338,1069,2646
City & County of Honolulu,25-04,U.S. Senator,,L,"KOKOSKI, Michael A.",22,8,30,60
City & County of Honolulu,25-04,U.S. Senator,,R,"CARROLL, John",305,83,306,694
City & County of Honolulu,25-04,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",1211,310,1035,2556
City & County of Honolulu,25-04,U.S. Representative,1,L,"YIM, Alan J.K.",54,21,57,132
City & County of Honolulu,25-04,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",18,11,47,76
City & County of Honolulu,25-04,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",294,86,292,672
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,D,"CROSS, Peter",17,7,18,42
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",1108,272,921,2301
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,D,"KIM, Howard",28,8,21,57
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",47,17,54,118
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",11,6,33,50
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",3,2,13,18
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",283,82,273,638
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",29,19,52,100
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",17,7,17,41
City & County of Honolulu,25-04,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",2,0,4,6
City & County of Honolulu,25-04,State Senator,13,D,"RHOADS, Karl",1129,281,881,2291
City & County of Honolulu,25-04,State Senator,13,L,"OZOLS, Harry",65,17,69,151
City & County of Honolulu,25-04,State Senator,13,R,"TAM, Rod",365,119,471,955
City & County of Honolulu,25-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",19,2,19,40
City & County of Honolulu,25-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",28,5,25,58
City & County of Honolulu,25-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",254,49,258,561
City & County of Honolulu,25-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",573,91,459,1123
City & County of Honolulu,25-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",4,1,10,15
City & County of Honolulu,25-05,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,3,4
City & County of Honolulu,25-05,U.S. Senator,,C,"ALLISON, Joy J.",7,2,12,21
City & County of Honolulu,25-05,U.S. Senator,,D,"SCHATZ, Brian",659,97,544,1300
City & County of Honolulu,25-05,U.S. Senator,,L,"KOKOSKI, Michael A.",9,3,15,27
City & County of Honolulu,25-05,U.S. Senator,,R,"CARROLL, John",184,35,175,394
City & County of Honolulu,25-05,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",651,93,530,1274
City & County of Honolulu,25-05,U.S. Representative,1,L,"YIM, Alan J.K.",24,6,31,61
City & County of Honolulu,25-05,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",8,3,17,28
City & County of Honolulu,25-05,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",178,31,163,372
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,D,"CROSS, Peter",10,2,7,19
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",601,84,475,1160
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,D,"KIM, Howard",14,3,11,28
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",26,7,33,66
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",3,2,11,16
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",3,1,0,4
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",165,28,158,351
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",14,2,22,38
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",5,1,5,11
City & County of Honolulu,25-05,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,1,0,1
City & County of Honolulu,25-05,State Senator,13,D,"RHOADS, Karl",629,93,477,1199
City & County of Honolulu,25-05,State Senator,13,L,"OZOLS, Harry",25,10,29,64
City & County of Honolulu,25-05,State Senator,13,R,"TAM, Rod",186,34,226,446
City & County of Honolulu,26-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",27,4,33,64
City & County of Honolulu,26-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",21,8,36,65
City & County of Honolulu,26-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",268,53,286,607
City & County of Honolulu,26-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",815,166,618,1599
City & County of Honolulu,26-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",8,1,4,13
City & County of Honolulu,26-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",4,3,9,16
City & County of Honolulu,26-01,U.S. Senator,,C,"ALLISON, Joy J.",18,5,32,55
City & County of Honolulu,26-01,U.S. Senator,,D,"SCHATZ, Brian",864,175,629,1668
City & County of Honolulu,26-01,U.S. Senator,,L,"KOKOSKI, Michael A.",13,6,21,40
City & County of Honolulu,26-01,U.S. Senator,,R,"CARROLL, John",199,37,212,448
City & County of Honolulu,26-01,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",843,171,648,1662
City & County of Honolulu,26-01,U.S. Representative,1,L,"YIM, Alan J.K.",48,9,51,108
City & County of Honolulu,26-01,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",24,5,29,58
City & County of Honolulu,26-01,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",182,33,175,390
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,D,"CROSS, Peter",14,4,20,38
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",750,146,532,1428
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,D,"KIM, Howard",49,9,38,96
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",37,10,44,91
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",15,4,10,29
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",5,0,4,9
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",171,36,179,386
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",26,4,35,65
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",9,3,21,33
City & County of Honolulu,26-01,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",2,0,0,2
City & County of Honolulu,26-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",0,1,0,1
City & County of Honolulu,26-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",3,0,0,3
City & County of Honolulu,26-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",58,5,0,63
City & County of Honolulu,26-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",71,6,0,77
City & County of Honolulu,26-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",0,0,0,0
City & County of Honolulu,26-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,0,1
City & County of Honolulu,26-02,U.S. Senator,,C,"ALLISON, Joy J.",1,0,0,1
City & County of Honolulu,26-02,U.S. Senator,,D,"SCHATZ, Brian",82,7,0,89
City & County of Honolulu,26-02,U.S. Senator,,L,"KOKOSKI, Michael A.",3,0,0,3
City & County of Honolulu,26-02,U.S. Senator,,R,"CARROLL, John",39,4,0,43
City & County of Honolulu,26-02,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",76,10,0,86
City & County of Honolulu,26-02,U.S. Representative,1,L,"YIM, Alan J.K.",5,0,0,5
City & County of Honolulu,26-02,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",4,0,0,4
City & County of Honolulu,26-02,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",40,2,0,42
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,D,"CROSS, Peter",2,0,0,2
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",67,8,0,75
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,D,"KIM, Howard",1,0,0,1
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",5,0,0,5
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",2,0,0,2
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",0,0,0,0
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",42,2,0,44
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",3,1,0,4
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",1,0,0,1
City & County of Honolulu,26-02,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,0,0,0
City & County of Honolulu,26-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",18,4,16,38
City & County of Honolulu,26-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",21,7,19,47
City & County of Honolulu,26-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",208,50,179,437
City & County of Honolulu,26-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",550,126,434,1110
City & County of Honolulu,26-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",6,2,2,10
City & County of Honolulu,26-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,1,2,4
City & County of Honolulu,26-03,U.S. Senator,,C,"ALLISON, Joy J.",9,8,9,26
City & County of Honolulu,26-03,U.S. Senator,,D,"SCHATZ, Brian",615,126,446,1187
City & County of Honolulu,26-03,U.S. Senator,,L,"KOKOSKI, Michael A.",4,3,12,19
City & County of Honolulu,26-03,U.S. Senator,,R,"CARROLL, John",157,40,158,355
City & County of Honolulu,26-03,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",563,119,436,1118
City & County of Honolulu,26-03,U.S. Representative,1,L,"YIM, Alan J.K.",29,13,27,69
City & County of Honolulu,26-03,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",10,6,22,38
City & County of Honolulu,26-03,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",168,40,141,349
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,D,"CROSS, Peter",10,3,14,27
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",502,97,366,965
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,D,"KIM, Howard",22,4,16,42
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",27,10,26,63
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",9,4,15,28
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",0,0,1,1
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",160,37,132,329
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",18,15,27,60
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",7,3,9,19
City & County of Honolulu,26-03,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,0,2,2
City & County of Honolulu,26-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",1,1,0,2
City & County of Honolulu,26-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",7,0,0,7
City & County of Honolulu,26-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",77,2,0,79
City & County of Honolulu,26-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",125,1,0,126
City & County of Honolulu,26-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",2,0,0,2
City & County of Honolulu,26-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,0,1
City & County of Honolulu,26-04,U.S. Senator,,C,"ALLISON, Joy J.",2,0,0,2
City & County of Honolulu,26-04,U.S. Senator,,D,"SCHATZ, Brian",147,2,0,149
City & County of Honolulu,26-04,U.S. Senator,,L,"KOKOSKI, Michael A.",3,0,0,3
City & County of Honolulu,26-04,U.S. Senator,,R,"CARROLL, John",53,1,0,54
City & County of Honolulu,26-04,U.S. Representative,1,D,"HANABUSA, Colleen Wakako",131,3,0,134
City & County of Honolulu,26-04,U.S. Representative,1,L,"YIM, Alan J.K.",10,0,0,10
City & County of Honolulu,26-04,U.S. Representative,1,N,"GRIFFIN, Calvin (G)",6,0,0,6
City & County of Honolulu,26-04,U.S. Representative,1,R,"OSTROV, Shirlene D. (Shirl)",55,0,0,55
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,D,"CROSS, Peter",2,0,0,2
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,D,"HANABUSA, Colleen Wakako",113,2,0,115
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,D,"KIM, Howard",5,0,0,5
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,L,"YIM, Alan J.K.",9,0,0,9
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,N,"GRIFFIN, Calvin C. (G)",3,1,0,4
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,N,"PERRY, Yvonne",2,0,0,2
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,R,"OSTROV, Shirlene DelaCruz",52,0,0,52
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,D,"KAAIHUE, Angela Aulani",7,0,0,7
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,D,"OCASIO, Javier",1,0,0,1
City & County of Honolulu,26-04,U.S. Representative,1 Unexpired,N,"PLOTZENEDER, Peter H.",0,0,0,0
